Gene_ID,Mesenchymal,Epithelial
23475_AT1,7.837535527,6.751645153
5330_AT1,2.907060156,2.862261466
5728_AT1,8.965983092,9.753366451
4598_AT1,7.510270552,7.747529218
4199_AT1,9.860691912,8.224919013
8884_AT1,9.883593308,10.10852466
5147_AT1,9.774411157,10.11063924
132_AT2,10.41154291,10.8938238
10568_AT1,1.176160689,0.596643148
3291_AT1,3.511401189,5.309804949
5138_AT1,2.077991786,3.95202005
1036_AT1,2.10346616,3.349482142
10312_AT2,5.957835579,8.359773466
3614_AT2,9.79590279,10.043066
1371_AT1,10.00812574,8.701320196
2766_AT1,3.891575768,4.227546396
1120_AT2,8.298061752,8.635471861
5130_AT1,5.933262408,6.101567145
10005_AT2,3.915681532,4.837577016
2643_AT1,10.06965863,10.38942091
7084_AT1,6.5189203,5.431017459
57030_AT1,-0.911432613,3.703711507
1119_AT1,7.078247416,7.602191123
8310_AT1,6.444111281,8.0986754
11102_AT1,9.950775589,9.145638766
79071_AT1,11.02332386,11.03801463
3995_AT1,5.840189321,7.805570552
1376_AT1,5.949933382,6.013477037
4329_AT1,2.973511834,4.309442434
6448_AT1,6.033243566,6.668903894
275_AT1,6.159005625,5.093886045
1583_AT1,-7.311629673,-3.795514839
4882_AT2,2.853743507,5.87531354
482_AT1,2.262880119,3.310374645
175_AT1,7.985740144,8.179114703
21_AT1,7.877266028,8.859933276
205_AT1,7.180507977,5.372223284
4669_AT1,6.223646479,6.378063935
6578_AT1,3.624115013,2.46644826
5290_AT1,5.563160894,7.34279498
2584_AT1,4.754033454,6.487738669
8942_AT1,-0.747970141,10.10889665
4128_AT1,5.771138675,6.062882207
8501_AT1,7.10918068,3.483697457
6558_AT1,7.028447636,9.159613673
2581_AT1,7.07507534,10.24157099
2944_AT1,8.357994284,8.047680619
2946_AT1,8.357994284,8.047680619
3931_AT1,3.340189843,1.041038389
6518_AT1,2.905226243,1.366877982
2348_AT2,2.267630596,3.381613271
410_AT1,4.414017748,3.862668454
240_AT1,1.949271549,1.502212905
6567_AT1,10.00979341,8.456166471
5091_AT1,4.158707872,6.318794957
2027_AT1,7.140618981,6.627289494
5287_AT1,8.817162835,10.77597432
115_AT1,9.383067745,10.22489773
3283_AT1,2.653500596,3.804546505
54577_AT1,1.821166386,5.136283864
54576_AT1,1.821166386,5.136283864
54659_AT1,1.821166386,5.136283864
54579_AT1,1.821166386,5.136283864
54575_AT1,1.821166386,5.136283864
54658_AT1,1.821166386,5.136283864
54578_AT1,1.821166386,5.136283864
54657_AT1,1.821166386,5.136283864
54600_AT1,1.821166386,5.136283864
10610_AT1,5.995369128,11.04776284
3631_AT1,8.812498462,7.99314989
55856_AT1,10.70872934,10.42568876
1346_AT1,2.214919767,-2.678746226
54677_AT1,8.123868203,8.486707926
9016_AT1,10.0536394,10.13727305
9056_AT1,4.550527528,4.709946233
3158_AT1,-6.696129241,4.453618634
435_AT1,5.162350666,6.762786578
3422_AT1,10.77645124,10.70399129
54_AT1,2.682522176,3.122209604
100_AT1,9.455454918,7.993638677
4881_AT1,3.183646379,3.483988831
10873_AT1,1.188459217,7.691807853
250_AT1,3.732011317,4.494114852
6715_AT1,9.10636038,10.25574087
491_AT1,-5.370998512,1.654211214
8398_AT1,6.555021483,5.650839001
229_AT1,3.830830349,2.42789784
56623_AT1,8.704122409,7.940579429
5141_AT1,7.937995566,6.514297318
5498_AT1,8.394154404,8.086344349
1158_AT1,2.66404441,2.218859794
3294_AT1,-1.690156547,-3.352260697
2350_AT1,-1.722903979,-3.554599913
2731_AT1,7.26514026,0.229748872
10331_AT1,1.422348238,6.096617021
1890_AT1,2.972097265,3.089950014
4832_AT1,6.931745005,6.3687504
761_AT1,3.546922324,-3.025182097
2762_AT1,5.376180147,4.178330236
7357_AT1,5.726735799,7.59568078
8639_AT1,6.833619196,4.373131881
1373_AT1,11.18324471,7.986806195
222_AT1,0.551709896,1.585146137
4507_AT1,8.782389992,-4.706611936
3029_AT1,9.175306878,8.71284637
2173_AT1,2.570539903,2.456007224
10020_AT1,7.525610816,6.209802608
1080_AT1,-1.00028037,-2.097068912
440_AT2,11.80101668,10.14083887
5723_AT1,10.29594901,9.938455401
549_AT1,8.511034705,7.191332661
3425_AT1,3.158412575,4.131066152
5167_AT1,3.359127364,-1.742835097
1573_AT1,5.732796634,6.164779039
6584_AT1,10.95877011,11.42424199
5281_AT1,11.15703404,10.95773436
316_AT1,-4.076489685,4.696172202
535_AT1,3.595276859,1.907280962
1836_AT1,6.138092823,3.392229865
9945_AT1,7.704508944,5.78086499
5333_AT1,2.867561515,5.521180118
5742_AT1,1.538647839,1.551963841
10090_AT1,6.092519966,5.287231234
8790_AT1,8.740398408,7.023918928
215_AT1,3.268446062,5.670199501
6529_AT1,-4.66061085,-1.973934539
23464_AT1,7.645796345,6.311724506
3795_AT2,5.830476941,7.423855786
768_AT1,-1.631615473,2.421351493
10840_AT1,7.600075546,7.560053828
2585_AT2,6.099134781,6.537479603
3081_AT1,3.203893667,2.883190303
1962_AT1,7.765048603,6.620507368
5051_AT1,3.475578821,3.240695871
6649_AT1,3.240975737,2.448160637
64849_AT2,5.606770947,4.043280672
97_AT1,9.816497548,9.342184098
2571_AT1,7.696426389,3.688242033
5277_AT1,9.790737596,8.837124898
1160_AT1,3.453290363,3.028521221
3764_AT1,7.383303406,7.243567861
8564_AT1,1.906819992,2.830669041
1644_AT1,2.543294857,2.145960411
6565_AT1,4.533364026,7.761635414
1638_AT1,2.930736783,-1.407192125
6819_AT1,3.729182177,1.198709788
6483_AT1,4.737930884,4.384213479
36_AT1,9.114981884,8.270977712
8424_AT1,1.104214189,0.550605766
8309_AT1,1.260659519,4.567867558
1629_AT1,4.818680531,0.340352134
8821_AT1,5.281591558,10.34117236
43_AT1,2.863807193,-0.941624346
874_AT1,5.827729897,7.118140188
3290_AT2,-9.451066018,-2.065227116
493_AT1,1.243591119,2.104925209
6581_AT1,-0.026443048,-0.933115762
590_AT1,4.756225078,-5.385297991
9488_AT1,8.858255173,9.309806439
9957_AT1,4.922718058,5.240058083
7360_AT2,8.544015116,9.527472974
10846_AT1,8.017482698,2.177241855
2650_AT1,5.957506911,6.849595074
2110_AT1,7.874894228,7.864276385
8534_AT1,2.358197464,4.659622339
366_AT1,2.400932963,-0.827165715
5305_AT1,6.328588901,6.849172819
5837_AT1,1.3237823,3.397906479
4846_AT1,3.802846977,-2.432565083
2687_AT1,4.759045784,4.701961018
5152_AT1,5.649884766,6.180924942
1357_AT1,-1.778230992,0.939574167
26290_AT1,3.963743586,1.394463223
6610_AT1,6.051340726,5.919512627
218_AT1,4.908524957,5.164064427
978_AT1,-3.106995964,-0.996307559
8395_AT1,6.045620572,5.936809766
211_AT2,7.839522833,6.699070325
23498_AT1,-0.807230889,3.591969342
80308_AT2,7.285449402,6.801567126
9514_AT1,2.326085786,1.760019819
1594_AT1,5.613880086,6.914702345
64499_AT1,2.350266947,3.577977601
7177_AT1,2.350266947,3.577977601
952_AT1,2.566961055,2.73604458
7306_AT1,-0.804859959,7.428046642
8630_AT1,6.421633269,5.405495074
1040_AT1,6.466832646,7.757755171
5053_AT1,-4.511141708,2.962102896
5224_AT1,3.750511953,3.426554998
2170_AT1,2.030985206,2.309400377
1543_AT1,2.523352806,4.175954405
6820_AT2,3.090155867,8.512923266
1577_AT1,3.460375056,-1.619463557
11001_AT1,6.249678342,7.513506759
2936_AT1,7.811389155,7.857127012
6519_AT1,4.634696699,4.227866592
4143_AT1,1.953055636,-3.562065925
3157_AT1,6.451850782,4.987278345
3292_AT1,4.699262408,4.850964311
1384_AT3,5.992333814,6.21504166
7381_AT1,12.63623106,12.65133659
10201_AT1,7.125675903,6.221188676
6563_AT1,2.263970508,3.901351931
9487_AT1,7.26330204,6.642350376
3706_AT1,2.363184436,2.867814947
2168_AT1,-11.49864971,-7.186697841
6583_AT1,4.647716803,6.831478394
5406_AT1,1.593258035,2.203713128
6508_AT2,3.96475338,4.659349303
6533_AT1,-2.865747101,4.178746709
8875_AT2,3.047802966,2.420643473
5334_AT1,-0.775729327,4.614676515
3101_AT1,2.150569189,3.066577276
1551_AT1,-2.70943068,1.5727479
6296_AT1,4.343693637,3.976925064
6999_AT1,2.16863805,2.806679873
759_AT1,1.491038751,2.11044106
13_AT1,-9.758317816,0.440337719
10991_AT1,3.302950514,1.151897349
9365_AT1,1.651349603,1.983738955
1800_AT1,1.152143298,1.132248701
204_AT2,9.832000517,8.096876311
1576_AT1,10.23763101,10.4787785
3242_AT1,1.424869019,2.684493802
443_AT1,0.796529288,-1.609785363
883_AT1,5.884168213,5.016737526
6539_AT1,1.435653808,1.016298509
1807_AT1,2.566253185,2.282804004
33_AT1,5.2294964,5.630091924
9651_AT1,-4.109735495,3.5304754
9187_AT1,8.827239731,8.41762849
1491_AT1,5.476287347,3.305456912
2523_AT1,6.571588705,9.513115907
635_AT1,1.659168421,-1.66456409
270_AT1,-0.788671955,5.864903088
1208_AT1,2.184013624,3.37409873
5298_AT1,9.175350084,9.953255918
1811_AT1,2.136015961,-0.245800409
6005_AT1,0.490003767,-3.040044686
57834_AT1,-2.031870908,6.519638588
1244_AT1,4.0975318,2.951817677
383_AT1,1.221787595,-1.155375733
5322_AT1,3.001893489,3.09308462
1178_AT1,-2.906010552,1.210071054
762_AT1,1.089900081,4.258160668
1358_AT1,-1.352053204,-1.848320581
7941_AT1,5.136492934,-0.008815372
9331_AT1,3.677732116,-2.123712564
5210_AT1,2.533725547,3.535358328
29906_AT1,2.786290882,2.446567958
126_AT1,-1.860756711,-5.887770408
6822_AT1,2.568247722,-3.078280511
3284_AT1,3.029574734,2.416764803
5319_AT1,2.066336153,2.626536973
2984_AT1,-5.184428613,2.731459392
2134_AT1,2.910357921,3.245146185
8513_AT1,1.602522949,1.829935127
2588_AT1,8.83332337,10.52615591
1339_AT1,4.157266886,5.160368848
28234_AT1,-1.073709323,0.45822588
5294_AT1,-8.896676201,-2.129966993
2352_AT1,1.733794104,2.383971586
5139_AT1,1.922407497,-1.913541385
1608_AT1,-3.388551403,-1.620503291
6505_AT1,3.303921407,2.923644151
10715_AT1,6.930431542,5.394589658
3037_AT1,3.16154766,3.779049916
5153_AT1,3.31643494,4.32882397
1621_AT1,3.290099143,4.032783389
1733_AT1,3.017449937,3.411643077
10202_AT1,3.639790406,5.547105643
23205_AT1,3.320860543,4.592878654
4056_AT2,4.415944332,4.935833242
948_AT1,-5.630674785,2.764788206
1591_AT1,2.114303355,4.886811986
7363_AT1,2.667346866,-1.892760301
8529_AT1,3.062146309,3.353228374
4051_AT1,3.062146309,3.353228374
8972_AT1,3.633355183,2.886963624
18_AT2,4.217831279,5.538041977
5172_AT1,7.388185037,7.420843839
6514_AT1,0.824457752,-1.504339101
66002_AT1,1.790332168,3.550686571
79411_AT1,5.078121521,4.728034344
57016_AT1,2.826313837,4.837769558
6541_AT1,4.382549878,3.620093021
6517_AT1,2.658095254,1.807025277
3990_AT1,1.757259974,1.960539482
5973_AT1,4.786241714,5.343624412
5145_AT1,2.549924793,3.417169792
6523_AT1,1.878881479,2.296626718
3034_AT1,5.501050629,2.758714359
2745_AT1,8.994049533,7.367190555
6476_AT1,1.373954159,0.658626222
359_AT1,3.74203157,3.79978981
5407_AT1,-5.567452477,-3.764278537
2875_AT1,9.07691121,8.818348867
4249_AT1,3.505613481,3.138010263
27306_AT1,1.495332735,0.262232016
9468_AT1,0.574376842,2.408206778
8608_AT1,3.62119168,4.142069937
1555_AT1,3.652706855,5.843998853
56548_AT1,6.189646812,6.398392348
23443_AT1,7.92547747,8.254824671
438_AT1,4.679837638,3.550922331
2572_AT1,3.374521777,3.097080243
343_AT1,-6.879692258,-3.316421028
4707_AT1,12.12758256,12.40696673
5143_AT1,4.286703476,3.265441345
5409_AT1,3.525669755,-0.641532232
4524_AT1,2.256287871,2.663870334
9162_AT1,1.381966132,-2.898915247
114_AT1,1.959557065,1.14818919
98_AT1,6.379589071,6.998406145
6531_AT1,-1.658576854,4.219211499
5149_AT1,-2.709902026,-5.654828197
8789_AT1,-2.376916848,2.338581734
1610_AT1,3.134224182,2.872001962
570_AT1,1.851626225,2.114789769
2977_AT1,2.682572376,0.504049296
10249_AT1,-3.893805461,1.127491443
9023_AT1,-0.302518159,1.830068271
9563_AT1,2.936854641,2.856306397
4718_AT1,9.2479155,9.584704548
6716_AT1,2.140629946,3.617847245
3938_AT1,2.393830416,2.781322513
10317_AT2,-2.22024927,2.31615936
10825_AT1,3.629465328,-1.120112282
364_AT1,2.038133711,2.979653369
189_AT1,-0.802271991,2.820989508
3293_AT1,2.468814905,2.056578995
9394_AT1,1.034963128,2.879090951
8854_AT2,3.909655382,3.727802432
3948_AT1,6.940059802,2.010264215
492_AT1,2.23193655,3.998223818
6536_AT2,4.04051899,4.487042906
10050_AT1,1.010743196,1.907621594
9194_AT1,2.588611287,7.371626271
314_AT2,7.388042187,5.047876451
3067_AT1,-2.850869199,-4.015399072
48_AT1,8.279499112,8.536506274
6570_AT1,0.432619914,-2.276201594
445_AT1,9.313027557,8.032382662
5297_AT1,8.510429243,8.632796743
8402_AT1,8.731251829,7.723313427
6555_AT1,-0.016498103,1.749759015
10246_AT1,0.162984124,-1.178928639
6718_AT1,-2.368371789,-6.052272301
26330_AT1,-0.763301969,2.891548827
11238_AT1,1.276206093,6.002965036
91227_AT1,6.353089174,5.484133457
2678_AT1,6.353089174,5.484133457
495_AT1,2.345241291,2.636660009
248_AT1,-7.062061991,2.855831178
6572_AT1,3.475869512,3.272507991
1735_AT1,-0.647896473,5.477021601
10553_AT1,7.333625914,9.228539014
6540_AT1,1.939728134,3.609974221
6554_AT1,1.387632247,2.472605538
5009_AT1,2.864805321,2.559099114
6580_AT1,2.223520242,2.259861926
239_AT1,2.411313017,2.19462312
6550_AT1,3.697107685,4.057104899
8399_AT1,-2.187607996,8.772465029
15_AT1,1.387652447,2.503445769
7367_AT1,-7.141655847,4.405443004
9153_AT1,3.846822632,3.518289075
6564_AT1,3.772523847,2.409159256
10786_AT1,0.767401595,-0.654804332
6579_AT1,3.939851022,-5.980972984
3036_AT1,1.536307265,-0.285575803
246_AT1,2.501097056,8.610900469
7352_AT1,2.20818261,2.941110002
6512_AT1,0.467606722,-1.363248369
55568_AT2,6.281739535,7.293081111
954_AT1,1.957027606,1.599461172
11181_AT1,-6.208275804,-5.235810257
9420_AT1,1.47561494,-1.495646367
2710_AT1,8.79273234,5.83030197
9536_AT1,6.595482639,8.585935262
8394_AT1,9.74335938,9.757207614
7366_AT1,-2.794844744,7.924956573
1581_AT1,0.821471311,1.901054665
8528_AT1,2.179890399,2.273011283
763_AT1,0.688999368,-2.203179647
6582_AT1,2.953790437,2.699453586
8560_AT1,8.9772342,6.768587202
7355_AT1,4.314993188,3.90171635
9390_AT1,2.37778893,2.657806866
25834_AT1,-2.787507176,1.291660761
2169_AT1,0.842752795,-1.252738297
1565_AT1,3.772891072,1.772986966
766_AT1,3.283240484,2.766586732
6532_AT1,-2.124064906,-0.543278226
23657_AT1,3.245597278,3.544960124
5207_AT1,-1.761259251,2.384282093
358_AT1,3.865586612,-2.447664413
5033_AT1,10.22958892,8.99767924
130_AT1,2.945249698,3.119172906
496_AT1,-0.59475271,1.169376226
8525_AT2,7.35508256,8.568340539
9154_AT1,2.552533285,1.366149508
1609_AT1,1.470853689,1.09352108
8473_AT1,8.815710306,8.464140422
9058_AT1,2.868905365,3.912236925
225_AT1,-2.629866111,0.791934941
8867_AT1,3.445362642,3.637521221
27284_AT1,2.806104113,3.012786526
9497_AT1,5.035071901,5.470580344
1544_AT1,8.124256947,8.463807008
10400_AT1,6.977252177,6.429479026
6542_AT1,-0.212354697,5.14020169
953_AT1,1.196635014,2.038359067
10690_AT1,1.650472051,5.179973488
6524_AT1,3.479609894,5.347638464
64816_AT2,-4.727411049,1.911556308
3906_AT1,2.934443087,2.48409613
124_AT1,-2.21670315,-1.668896263
3141_AT1,5.128155202,6.215461624
55627_AT1,10.05795253,10.1937747
5313_AT2,-1.458074901,1.933226838
3000_AT1,4.784711501,0.073028131
1757_AT1,3.279311564,1.600679003
1572_AT1,2.972729587,3.019807909
5208_AT1,1.908972977,4.30937615
10941_AT1,2.087066874,2.439940734
272_AT1,2.289706782,4.38384001
11332_AT1,10.39560558,9.184157609
2880_AT1,2.002930508,-2.351168713
2986_AT1,3.669716351,4.468435198
8527_AT1,9.133748203,9.066917238
1562_AT1,1.722020098,1.324077957
6916_AT1,0.293808038,1.62381257
5740_AT1,2.482040238,-6.100514806
1558_AT1,2.456130118,3.476297869
8714_AT3,-7.858849193,8.864168815
1118_AT1,1.95937943,3.979278521
6569_AT1,1.165517971,-2.121435303
3991_AT1,2.124064796,-0.577533613
9469_AT1,1.961770422,2.027083156
8647_AT1,-2.056056402,2.145514195
7054_AT3,4.353971252,4.739653994
2821_AT1,11.05147328,10.83833054
4952_AT1,4.698763225,5.127633518
6482_AT1,4.518743711,4.85401351
1553_AT1,-3.527433163,-1.713883911
6559_AT1,1.037994782,1.362519853
7368_AT1,5.066410697,-0.943927776
8879_AT1,4.361943585,5.355439644
5105_AT1,-2.25619201,1.346793793
8170_AT1,2.983881503,2.861468558
5631_AT1,9.450312908,7.145830245
9374_AT1,5.237427702,4.9988383
6534_AT1,-1.402506574,0.65515955
278_AT1,6.995223185,1.294249858
280_AT1,6.995223185,1.294249858
279_AT1,6.995223185,1.294249858
276_AT1,6.995223185,1.294249858
277_AT1,6.995223185,1.294249858
2524_AT1,4.140721628,1.923832518
5140_AT1,3.0481261,3.90904527
3030_AT1,5.785562866,6.477139435
2222_AT1,12.74182125,12.60866492
1431_AT1,12.34406182,11.93915529
682_AT1,8.886212463,8.992323017
529_AT1,10.30655734,10.1748966
5052_AT2,12.07093776,11.76743855
7086_AT1,9.873206819,9.919288986
4723_AT1,10.53231711,10.59855701
9550_AT1,9.616814915,9.798844285
471_AT1,11.70410403,11.46357665
4048_AT1,10.86037455,9.964700992
60481_AT1,12.0421698,10.43640697
2805_AT1,9.580931246,9.362299665
1312_AT1,8.57639848,10.72557002
483_AT1,11.3819405,10.77537447
128_AT1,10.55958273,10.90420441
51382_AT1,11.28495096,11.53695158
7386_AT1,11.89204367,11.44261152
5162_AT1,10.23149162,8.83807289
6510_AT1,7.635522433,7.723789524
65220_AT1,4.098611918,2.51979751
4758_AT1,7.89071845,8.351533723
501_AT1,11.02423174,10.59684383
1854_AT1,9.406773254,8.435513633
3992_AT1,9.545482733,9.607908455
4704_AT1,10.76136166,10.50433061
7389_AT1,11.42449045,10.38363219
7351_AT1,8.060151242,7.843860483
2098_AT1,11.8395039,11.39929242
4191_AT1,12.14684298,11.97266753
9061_AT1,7.083989209,8.122626547
1738_AT1,11.5342743,11.70560502
5860_AT1,9.038174229,8.482417912
6307_AT1,11.45606987,11.18387849
8611_AT2,8.238322856,7.973609303
22978_AT1,9.611399153,11.35049429
8644_AT1,1.639527203,7.333777487
4125_AT1,8.545827873,8.48054615
3704_AT2,9.090525607,8.482557501
112_AT2,6.30372548,7.091057723
2137_AT1,5.361749053,5.030784647
873_AT1,8.011051007,8.368507474
6713_AT1,10.55027011,9.87675911
4695_AT1,5.686405036,4.999318916
7991_AT1,6.81639403,5.505460875
50814_AT1,8.707747754,8.426923266
490_AT1,3.692950773,5.458604621
760_AT1,9.697881914,8.875130482
4724_AT1,10.62674451,10.9375376
109_AT1,8.360374467,7.840342608
192286_AT1,8.442886574,8.778888436
6675_AT1,10.92258247,9.708902491
55361_AT1,7.204339993,6.417719849
8613_AT1,2.967571607,-1.349048192
2053_AT1,5.772448601,6.333378715
8818_AT2,5.270247546,5.822412547
5168_AT1,7.844723151,-0.388285915
6560_AT1,2.101975299,2.341789676
8704_AT2,9.233173472,7.287929823
6609_AT1,5.633655562,6.513851356
23600_AT2,5.822180774,6.267702721
5471_AT1,8.728544624,9.288533073
8612_AT1,0.977977153,5.1960358
2954_AT2,9.048396682,10.40020213
2135_AT1,9.480510456,7.776867213
5833_AT1,5.989532297,6.652203571
9562_AT1,10.12243157,9.139221397
51_AT1,6.607504688,8.300410502
7263_AT1,8.225086757,9.570781093
39_AT1,10.92977149,10.10039265
6509_AT1,7.502196594,6.987482551
125_AT1,-2.701488378,1.497061831
1066_AT1,3.598319169,1.694475977
5283_AT1,9.461406289,8.426819467
5338_AT1,4.636275404,5.862422141
219_AT1,4.764819158,5.48211381
8824_AT1,9.5639166,8.644609624
10560_AT1,10.29088847,10.63576029
5805_AT1,10.06756785,8.731533522
2203_AT1,-2.432669345,9.981574924
23169_AT1,4.617684838,3.858812453
9429_AT1,4.943169712,6.866992202
8228_AT1,9.210375686,6.383320511
10229_AT1,9.153195312,8.819211582
1636_AT1,1.788521627,-1.57565207
1632_AT1,8.823147541,8.739380601
7371_AT1,8.607405826,7.650443109
56848_AT1,4.363229684,3.312275432
2526_AT1,5.583773558,5.592003317
6470_AT2,5.207869768,5.563500644
5243_AT1,5.015725247,-0.167872883
84720_AT1,6.887574293,7.492278387
2618_AT2,11.42378237,10.19827894
2820_AT1,4.856305509,7.705833623
6576_AT1,7.726179197,7.801012913
3620_AT1,3.218972565,1.228873457
4843_AT1,4.703214663,5.099284258
57468_AT1,3.008362683,6.01494732
5238_AT1,8.505238379,7.879150199
3418_AT1,8.020691556,8.9250778
5148_AT1,-1.732019988,2.488093664
361_AT1,2.044041181,2.293313118
1375_AT3,10.39682318,9.137532456
5959_AT1,5.424104965,5.928587484
8707_AT1,1.096848536,-6.628067101
7108_AT1,6.505495051,9.159277838
5321_AT1,6.746230049,0.136809489
3705_AT1,3.58873647,5.239607416
8705_AT1,3.216920509,7.654304969
8703_AT1,8.330039075,7.532686292
6833_AT1,-1.446941983,4.386988503
7498_AT1,-2.883075206,-5.380897884
5158_AT1,2.673132617,3.851963212
27232_AT1,3.385058906,3.390394363
7173_AT1,2.402086543,3.035368335
9356_AT1,2.537001901,2.570192034
6530_AT1,1.947739272,3.787132018
10599_AT1,1.94275334,2.003251101
2172_AT1,3.155321165,3.527859061
2747_AT1,-1.65589402,4.323650708
131_AT1,2.600373339,3.201653788
2529_AT1,2.359667128,2.629765366
8702_AT1,8.799100722,8.743118454
28232_AT1,4.231958875,3.662494929
1109_AT1,0.564954751,1.788469523
11283_AT1,1.455666106,2.019179967
5251_AT1,3.67016572,4.339919901
594_AT2,5.961616495,4.83551947
8435_AT1,-1.248151824,4.18776473
10555_AT1,5.767998291,7.459474751
4025_AT1,3.148229395,3.371216838
51741_AT1,6.328679975,8.349503965
92483_AT1,-2.384956521,-0.017699937
10587_AT1,2.355875821,-0.138947489
9152_AT1,-2.088996702,2.130228696
10157_AT1,7.048028574,4.499278165
10402_AT1,8.609301183,2.018081935
8908_AT1,-1.011898858,3.007177203
5213_AT1,10.83058987,10.18376774
2651_AT1,-3.876590418,1.293522343
